65,2,1,1,2,1,2,0,0,0,0
66,1,2,2,1,1,1,0,0,0,0
67,2,0,0,2,1,3,0,0,0,0
68,2,0,0,2,1,4,0,0,0,0
69,1,1,3,2,1,1,0,0,0,0
70,2,2,1,1,2,1,0,0,0,0
71,2,2,3,2,1,4,0,0,0,0
72,2,0,0,1,1,2,0,0,0,0
73,2,2,1,2,2,4,0,0,0,0
74,1,2,1,2,2,4,0,0,0,0
75,2,1,3,1,1,1,0,0,0,0
76,2,0,0,1,2,1,0,0,0,0
77,1,2,1,2,2,1,0,0,0,0
78,2,2,2,2,1,3,0,0,0,0
79,1,1,1,1,1,4,0,0,0,0
80,2,0,0,2,1,2,0,0,0,0
81,1,1,2,2,1,1,0,0,0,0
82,2,0,0,1,2,4,0,0,0,0
83,2,0,0,1,1,2,0,0,0,0
84,1,2,1,2,2,2,0,0,0,0
85,1,2,3,1,2,1,0,0,0,0
86,1,1,3,2,1,3,0,0,0,0
87,2,1,2,1,1,3,0,0,0,0
88,2,0,0,2,2,3,0,0,0,0
89,2,2,2,2,2,1,0,0,0,0
90,2,1,2,2,1,2,0,0,0,0
91,2,2,2,2,1,1,0,0,0,0
92,2,2,1,2,1,4,0,0,0,0
93,1,2,2,1,2,2,0,0,0,0
94,2,0,0,1,2,1,0,0,0,0
95,1,1,1,1,2,1,0,0,0,0
96,1,2,1,1,1,4,0,0,0,0
97,2,0,0,2,2,2,0,0,0,0
98,1,1,2,2,1,3,0,0,0,0
99,1,1,3,2,1,4,0,0,0,0
100,2,0,0,1,2,3,0,0,0,0
101,2,1,3,1,1,3,0,0,0,0
102,1,2,3,2,1,1,0,0,0,0
103,1,2,1,2,2,3,0,0,0,0
104,2,0,0,1,1,4,0,0,0,0
105,2,2,1,2,2,3,0,0,0,0
106,1,2,1,2,1,4,0,0,0,0
107,2,0,0,2,1,4,0,0,0,0
108,1,2,3,2,2,4,0,0,0,0
109,2,0,0,1,2,1,0,0,0,0
110,1,2,1,1,1,1,0,0,0,0
111,2,2,3,2,1,2,0,0,0,0
112,1,1,1,2,2,1,0,0,0,0
113,2,0,0,2,1,2,0,0,0,0
114,2,0,0,1,1,4,0,0,0,0
115,2,0,0,2,1,1,0,0,0,0
116,1,1,3,1,1,2,0,0,0,0
117,2,1,3,2,2,2,0,0,0,0
118,2,1,2,1,1,4,0,0,0,0
119,2,1,1,1,2,4,0,0,0,0
120,2,0,0,1,1,2,0,0,0,0
121,2,2,2,1,2,2,0,0,0,0
122,2,0,0,1,2,4,0,0,0,0
123,2,0,0,2,2,3,0,0,0,0
124,2,0,0,1,2,3,0,0,0,0
125,2,0,0,2,1,4,0,0,0,0
126,2,0,0,1,2,2,0,0,0,0
127,1,1,2,1,1,4,0,0,0,0
128,2,2,3,2,2,2,0,0,0,0
129,2,2,1,1,2,4,0,0,0,0
130,1,1,3,1,2,2,0,0,0,0
131,2,0,0,2,1,3,0,0,0,0
132,2,0,0,1,2,4,0,0,0,0
133,1,1,1,2,2,3,0,0,0,0
134,2,1,3,2,1,2,0,0,0,0
135,2,0,0,1,1,1,0,0,0,0
136,1,1,2,2,1,2,0,0,0,0
137,2,1,2,2,2,1,0,0,0,0
138,2,2,2,1,1,2,0,0,0,0
139,1,2,1,1,2,2,0,0,0,0
140,1,2,2,2,2,2,0,0,0,0
141,1,2,2,2,2,4,0,0,0,0
142,1,1,2,1,1,3,0,0,0,0
143,1,1,1,2,1,3,0,0,0,0
144,2,0,0,2,1,3,0,0,0,0
145,2,2,1,2,2,1,0,0,0,0
146,1,1,3,1,2,3,0,0,0,0
147,2,1,1,1,1,2,0,0,0,0
148,1,2,2,1,1,2,0,0,0,0
149,2,1,1,2,2,3,0,0,0,0
150,2,2,2,2,2,4,0,0,0,0
151,2,1,3,2,1,1,0,0,0,0
152,2,1,3,1,2,3,0,0,0,0
153,2,1,3,2,2,4,0,0,0,0
154,2,1,3,2,2,1,0,0,0,0
155,2,0,0,2,2,1,0,0,0,0
156,2,0,0,1,2,2,0,0,0,0
157,2,1,3,1,1,4,0,0,0,0
158,2,0,0,1,2,2,0,0,0,0
159,2,0,0,2,1,1,0,0,0,0
160,1,1,2,1,2,3,0,0,0,0
161,2,1,1,2,1,3,0,0,0,0
162,2,1,3,1,2,2,0,0,0,0
163,1,1,2,1,1,1,0,0,0,0
164,2,2,3,2,1,3,0,0,0,0
165,2,0,0,2,2,2,0,0,0,0
166,2,2,2,2,2,2,0,0,0,0
167,1,2,2,2,2,1,0,0,0,0
168,2,1,2,2,2,2,0,0,0,0
169,2,0,0,1,2,1,0,0,0,0
170,2,2,3,1,2,1,0,0,0,0
171,1,2,2,1,2,4,0,0,0,0
172,1,1,3,2,1,2,0,0,0,0
173,1,2,1,2,1,1,0,0,0,0
174,2,2,1,2,2,2,0,0,0,0
175,2,0,0,2,2,3,0,0,0,0
176,1,1,3,2,2,1,0,0,0,0
177,2,2,3,1,2,4,0,0,0,0
178,1,1,2,1,1,2,0,0,0,0
179,1,2,1,1,1,2,0,0,0,0
180,2,2,3,2,1,1,0,0,0,0
181,2,0,0,2,2,3,0,0,0,0
182,2,1,1,1,2,1,0,0,0,0
183,2,0,0,2,2,4,0,0,0,0
184,1,1,3,1,1,1,0,0,0,0
185,2,0,0,1,1,1,0,0,0,0
186,2,1,3,2,1,3,0,0,0,0
187,2,2,2,1,2,1,0,0,0,0
188,2,0,0,2,2,2,0,0,0,0
189,2,0,0,1,1,3,0,0,0,0
190,2,0,0,2,1,4,0,0,0,0
191,2,0,0,1,1,3,0,0,0,0
192,2,0,0,2,1,3,0,0,0,0
193,1,2,3,2,2,2,0,0,0,0
194,2,0,0,2,2,1,0,0,0,0
195,1,1,1,1,2,3,0,0,0,0
196,2,0,0,2,2,1,0,0,0,0
197,2,1,2,2,2,4,0,0,0,0
198,1,2,3,2,2,3,0,0,0,0
199,1,2,2,2,1,4,0,0,0,0
200,1,1,2,1,2,4,0,0,0,0
201,2,0,0,1,1,2,0,0,0,0
202,1,1,1,2,1,2,0,0,0,0
203,2,1,3,2,2,3,0,0,0,0
204,2,0,0,2,2,4,0,0,0,0
205,2,0,0,1,2,3,0,0,0,0
206,2,1,1,2,2,4,0,0,0,0
207,2,0,0,1,1,3,0,0,0,0
208,2,2,1,2,1,3,0,0,0,0
209,2,0,0,1,2,3,0,0,0,0
210,2,0,0,2,1,2,0,0,0,0
211,1,1,3,1,1,4,0,0,0,0
212,2,1,1,1,1,1,0,0,0,0
213,2,0,0,2,1,4,0,0,0,0
214,2,1,2,1,2,1,0,0,0,0
215,1,2,1,2,1,3,0,0,0,0
216,1,2,3,2,1,2,0,0,0,0
217,2,1,2,2,1,1,0,0,0,0
218,2,0,0,2,1,3,0,0,0,0
219,1,1,3,1,1,3,0,0,0,0
220,1,1,1,2,1,4,0,0,0,0
221,1,2,2,2,2,3,0,0,0,0
222,1,2,2,1,1,4,0,0,0,0
223,2,1,2,1,2,3,0,0,0,0
224,2,0,0,1,1,4,0,0,0,0
225,1,1,3,2,2,4,0,0,0,0
226,2,0,0,1,1,2,0,0,0,0
227,1,1,1,2,2,4,0,0,0,0
228,2,0,0,1,2,2,0,0,0,0
229,2,1,1,2,1,4,0,0,0,0
230,1,1,2,1,2,2,0,0,0,0
231,2,0,0,2,2,4,0,0,0,0
232,2,0,0,2,2,1,0,0,0,0
233,2,1,1,2,1,1,0,0,0,0
234,2,0,0,1,1,3,0,0,0,0
235,2,1,2,1,2,4,0,0,0,0
236,2,0,0,1,1,4,0,0,0,0
237,1,1,2,2,2,2,0,0,0,0
238,1,2,1,1,2,4,0,0,0,0
239,1,1,2,2,2,3,0,0,0,0
240,2,0,0,2,1,2,0,0,0,0
241,2,1,1,1,1,4,0,0,0,0
242,2,0,0,1,2,4,0,0,0,0
243,2,1,1,2,2,1,0,0,0,0
244,2,0,0,1,2,3,0,0,0,0
245,2,0,0,2,1,1,0,0,0,0
246,1,2,3,1,2,2,0,0,0,0
247,2,0,0,2,2,1,0,0,0,0
248,2,1,2,2,1,4,0,0,0,0
249,2,0,0,2,2,4,0,0,0,0
250,1,2,3,1,2,3,0,0,0,0
251,2,2,3,2,2,3,0,0,0,0
252,2,0,0,2,2,4,0,0,0,0
253,2,2,3,1,1,3,0,0,0,0
254,2,1,1,1,1,3,0,0,0,0
255,2,2,2,2,1,2,0,0,0,0
256,1,1,3,2,2,3,0,0,0,0
257,2,2,1,1,2,2,0,0,0,0
258,2,1,3,1,1,2,0,0,0,0
259,2,2,1,2,1,2,0,0,0,0
260,2,0,0,2,2,2,0,0,0,0
261,2,0,0,2,1,2,0,0,0,0
262,2,2,3,1,1,4,0,0,0,0
263,2,2,3,2,2,1,0,0,0,0
264,1,2,2,2,1,2,0,0,0,0
265,2,1,1,1,2,3,0,0,0,0
266,2,0,0,2,1,2,0,0,0,0
267,2,0,0,2,1,1,0,0,0,0
268,2,1,2,2,2,3,0,0,0,0
269,1,2,3,1,2,4,0,0,0,0
270,1,2,2,2,1,1,0,0,0,0
271,2,2,3,1,1,2,0,0,0,0
272,2,1,2,1,1,1,0,0,0,0
273,1,2,2,1,2,3,0,0,0,0
274,1,2,1,1,1,3,0,0,0,0
275,2,0,0,1,1,3,0,0,0,0
276,2,0,0,1,1,1,0,0,0,0
277,2,2,1,1,1,3,0,0,0,0
278,2,0,0,1,2,2,0,0,0,0
279,2,2,2,1,2,4,0,0,0,0
280,1,2,3,2,1,3,0,0,0,0
281,2,1,1,2,2,2,0,0,0,0
282,2,1,1,1,2,2,0,0,0,0
283,2,0,0,1,2,1,0,0,0,0
284,2,0,0,2,2,4,0,0,0,0
285,2,0,0,2,1,1,0,0,0,0
286,1,1,3,1,2,1,0,0,0,0
287,2,2,1,1,1,2,0,0,0,0
288,2,0,0,1,1,3,0,0,0,0
